char_pos,word_pos,file_line,origin,word_after,word_before,line,mikta,halacha,chapter,masechet_he,amud,daf
61,12,16594,ליידן,אומדין,אחת,01,1,003,004,נזיר,ב,נג
61,10,16619,ליידן,לשאר,ושאר,15,2,004,004,נזיר,ג,נג
1,1,16635,ליידן,"""בית",,01,1,001,005,נזיר,ד,נג
56,13,16650,ליידן,יום,ים,16,1,001,005,נזיר,א,נד
178,35,16672,ליידן,הוינן,אלא,02,2,004,005,נזיר,ב,נד
1,1,16687,ליידן,"""שלשה",,01,1,001,006,נזיר,ג,נד
84,18,16700,ליידן,אמ',יוחנן,14,1,001,006,נזיר,ד,נד
81,16,16722,ליידן,לחים,וענבים,36,1,001,006,נזיר,א,נה
70,16,16749,ליידן,טהור,בנזיר,08,1,003,006,נזיר,ב,נה
31,8,16776,ליידן,תנא,מאן,02,1,007,006,נזיר,ג,נה
51,12,16802,ליידן,אמ',ניטמא,02,1,011,006,נזיר,ד,נה
59,13,16813,ליידן,הצדיק,"בצדקו""",09,1,001,007,נזיר,א,נו
32,6,16838,ליידן,נתחייבתי,לזכות,34,1,001,007,נזיר,ב,נו
152,33,16864,ליידן,גילגלין,נפשך,12,2,002,007,נזיר,ג,נו
10,3,16888,ליידן,בשם,יוחנן,02,1,004,007,נזיר,ד,נו
1,1,16899,ליידן,"""שני",,01,1,001,008,נזיר,א,נז
202,37,16925,ליידן,שמצורע,כדרך,04,1,002,008,נזיר,ב,נז
1,1,16942,ליידן,"""הגוים",,01,1,001,009,נזיר,ג,נז
154,31,16963,ליידן,בנזיר,מחמיר,06,1,002,009,נזיר,ד,נז
64,14,16984,ליידן,עד',ירמיה,01,3,003,009,נזיר,א,נח
1,1,17004,ליידן,"""האשה",,01,1,001,001,קידושין,ב,נח
105,21,17017,ליידן,יש',עריות,14,1,001,001,קידושין,ג,נח
207,41,17041,ליידן,מכלים,כסף,38,1,001,001,קידושין,ד,נח
112,22,17066,ליידן,בחליצתה,בין,07,3,001,001,קידושין,א,נט
104,22,17092,ליידן,בפחות,לא,01,4,002,001,קידושין,ב,נט
19,5,17117,ליידן,פרשת,הרי,25,5,002,001,קידושין,ג,נט
56,13,17142,ליידן,שטרו,כותבין,49,5,002,001,קידושין,ד,נט
225,42,17167,ליידן,לזכות,שבגליל,11,1,003,001,קידושין,א,ס
87,20,17191,ליידן,כולהם,מהן,02,1,004,001,קידושין,ב,ס
178,36,17215,ליידן,הוא,מהן,13,2,004,001,קידושין,ג,ס
123,25,17239,ליידן,אמרו,לחלקן,11,2,005,001,קידושין,ד,ס
97,22,17259,ליידן,אמ',פריטיא,09,1,006,001,קידושין,א,סא
10,3,17286,ליידן,ואחד,האיש,20,1,007,001,קידושין,ב,סא
132,28,17311,ליידן,תקח,''לא,45,1,007,001,קידושין,ג,סא
47,9,17336,ליידן,מכיון,"וצאנינו""",08,1,009,001,קידושין,ד,סא
1,1,17358,ליידן,"""האיש",,01,1,001,002,קידושין,א,סב
122,22,17367,ליידן,מודין,הכל,10,1,001,002,קידושין,ב,סב
100,22,17392,ליידן,ונפ,אחד,11,3,001,002,קידושין,ג,סב
90,18,17415,ליידן,שהיא,שמתוך,06,1,005,002,קידושין,ד,סב
39,9,17437,ליידן,אמ',הוא,03,1,008,002,קידושין,א,סג
112,22,17459,ליידן,חנינה,בן,01,1,010,002,קידושין,ב,סג
1,1,17466,ליידן,"""האומר",,01,1,001,003,קידושין,ג,סג
110,25,17484,ליידן,בערוות,נפשך,19,1,001,003,קידושין,ד,סג
211,40,17511,ליידן,הכל,תנייו,04,1,004,003,קידושין,א,סד
56,13,17540,ליידן,מתקדשת,אחד,11,2,005,003,קידושין,ב,סד
14,4,17564,ליידן,הכל,אבין,06,1,009,003,קידושין,ג,סד
182,39,17588,ליידן,היתה,שאם,22,1,012,003,קידושין,ד,סד
1,1,17611,ליידן,"""עשרה",,01,1,001,004,קידושין,א,סה
160,30,17613,ליידן,הכא,"ציונים""",02,2,001,004,קידושין,ב,סה
93,18,17643,ליידן,שנשתנית,אילו,20,6,001,004,קידושין,ג,סה
56,13,17670,ליידן,בשוק,מושלך,02,1,002,004,קידושין,ד,סה
133,32,17696,ליידן,לי,אמ',05,1,006,004,קידושין,א,סו
117,25,17713,ליידן,על,שותקת,01,1,010,004,קידושין,ב,סו
5,2,17715,ליידן,הל',1,01,1,011,004,קידושין,א,סו
5,2,17719,ליידן,הל',3,01,2,011,004,קידושין,ב,סו
1,1,17742,ליידן,"""ארבעה",,01,1,001,001,בבא קמא,א,ב
71,13,17749,ליידן,שליקלק,וכלב,08,1,001,001,בבא קמא,ב,ב
172,37,17761,ליידן,טפילה,עיקר,04,2,001,001,בבא קמא,ג,ב
1,1,17785,ליידן,"""כיצד",,01,1,001,002,בבא קמא,ד,ב
96,20,17796,ליידן,חצי,ואתחתון,03,3,001,002,בבא קמא,א,ג
1,1,17816,ליידן,"""המניח",,01,1,001,003,בבא קמא,ב,ג
6,2,17820,ליידן,חבית,הניח,05,1,001,003,בבא קמא,ג,ג
250,46,17843,ליידן,השם'',אינו,07,1,003,003,בבא קמא,ד,ג
1,1,17867,ליידן,"""שור",,01,1,001,004,בבא קמא,א,ד
55,10,17875,ליידן,הראשונים,ושנים,09,1,001,004,בבא קמא,ב,ד
111,22,17899,ליידן,מדבר,הכת',04,1,005,004,בבא קמא,ג,ד
1,1,17920,ליידן,"""שור",,01,1,001,005,בבא קמא,ד,ד
124,25,17931,ליידן,האשה,את,01,1,004,005,בבא קמא,א,ה
1,1,17956,ליידן,"""הכונס",,01,1,001,006,בבא קמא,ב,ה
1,1,17973,ליידן,הל',,01,1,004,006,בבא קמא,ג,ה
1,1,17993,ליידן,"""מרובה",,01,1,001,007,בבא קמא,ד,ה
1,1,18007,ליידן,והיכי,,06,2,003,007,בבא קמא,א,ו
1,1,18023,ליידן,"""החובל",,01,1,001,008,בבא קמא,ב,ו
55,13,18039,ליידן,צערו,נזקו,03,1,003,008,בבא קמא,ג,ו
1,1,18052,ליידן,"""הגוזל",,01,1,001,009,בבא קמא,ד,ו
178,33,18070,ליידן,אלא,ליתנון,03,1,004,009,בבא קמא,א,ז
1,1,18091,ליידן,"""הגוזל",,01,1,001,010,בבא קמא,ב,ז
92,21,18106,ליידן,כן,מנת,01,2,002,010,בבא קמא,ג,ז
1,1,18126,ליידן,"""שנים",,01,1,001,001,בבא מציעא,ד,ז
130,26,18140,ליידן,אשכח,דיקלא,08,1,004,001,בבא מציעא,א,ח
1,1,18159,ליידן,"""אילו",,01,1,001,002,בבא מציעא,ב,ח
81,17,18168,ליידן,להכריז,חייב,02,1,002,002,בבא מציעא,ג,ח
15,4,18195,ליידן,תלמ',אמ',03,2,007,002,בבא מציעא,ד,ח
1,1,18217,ליידן,"""המפקיד",,01,1,001,003,בבא מציעא,א,ט
23,7,18231,ליידן,חייה,ר',03,1,006,003,בבא מציעא,ב,ט
1,1,18254,ליידן,"""הכסף",,01,1,001,004,בבא מציעא,ג,ט
60,14,18272,ליידן,וביקש,לחבירו,07,1,002,004,בבא מציעא,ד,ט
1,1,18301,ליידן,"""אי",,01,1,001,005,בבא מציעא,א,י
60,12,18307,ליידן,בפחות,חבירו,02,1,002,005,בבא מציעא,ב,י
137,30,18334,ליידן,נותן,ואני,05,2,005,005,בבא מציעא,ג,י
18,5,18368,ליידן,אדם,יאמר,01,1,009,005,בבא מציעא,ד,י
5,2,18383,ליידן,דבר',במ',08,1,001,006,בבא מציעא,א,יא
1,1,18402,ליידן,"""השוכר",,01,1,001,007,בבא מציעא,ב,יא
52,11,18414,ליידן,לזיקת,בא,01,1,007,007,בבא מציעא,ג,יא
149,31,18421,ליידן,ולא,הפרה,01,1,001,008,בבא מציעא,ד,יא
1,1,18435,ליידן,"""המקבל",,01,1,001,009,בבא מציעא,א,יב
107,23,18450,ליידן,וכל,הלילה,02,1,011,009,בבא מציעא,ב,יב
1,1,18465,ליידן,"""הבית",,01,1,001,010,בבא מציעא,ג,יב
1,1,18487,ליידן,"""השותפין",,01,1,001,001,בבא בתרא,ד,יב
55,12,18496,ליידן,אמות,ארבע,01,1,006,001,בבא בתרא,א,יג
1,1,18506,ליידן,"""לא",,01,1,001,002,בבא בתרא,ב,יג
1,1,18527,ליידן,אמ',,02,1,004,002,בבא בתרא,ג,יג
1,1,18544,ליידן,"""חזקת",,01,1,001,003,בבא בתרא,ד,יג
135,25,18558,ליידן,וגו',"ותקשר""",10,2,001,003,בבא בתרא,א,יד
127,25,18585,ליידן,כן,אמרה,01,1,005,003,בבא בתרא,ב,יד
1,1,18598,ליידן,"""המוכר",,01,1,001,004,בבא בתרא,ג,יד
127,27,18617,ליידן,אמרין,ורבנין,03,1,009,004,בבא בתרא,ד,יד
1,1,18625,ליידן,"""המוכר",,01,1,001,005,בבא בתרא,א,טו
28,6,18647,ליידן,והוה,אנגרמוס,03,1,009,005,בבא בתרא,ב,טו
64,13,18655,ליידן,ספק,והילך,03,1,003,006,בבא בתרא,ג,טו
138,32,18669,ליידן,יסא,ר',04,1,001,007,בבא בתרא,ד,טו
114,23,18678,ליידן,מכל,זאת,01,1,001,008,בבא בתרא,א,טז
62,12,18703,ליידן,ונאמ',כפילה,02,1,004,008,בבא בתרא,ב,טז
52,11,18727,ליידן,אעיל,יקים,01,1,007,008,בבא בתרא,ג,טז
1,1,18741,ליידן,"""מי",,01,1,001,009,בבא בתרא,ד,טז
53,11,18757,ליידן,עמדו,אלא,04,1,003,009,בבא בתרא,א,יז
279,56,18781,ליידן,אמ',דרבנן,03,1,007,009,בבא בתרא,ב,יז
1,1,18786,ליידן,"""גט",,01,1,001,010,בבא בתרא,ג,יז
25,6,18810,ליידן,ראשון,זמן,04,2,006,010,בבא בתרא,ד,יז
1,1,18824,ליידן,"""דיני",,01,1,001,001,סנהדרין,א,יח
195,38,18842,ליידן,דבר',במ',15,2,001,001,סנהדרין,ב,יח
87,17,18872,ליידן,"""וששים","המלך""",04,2,002,001,סנהדרין,ג,יח
140,30,18895,ליידן,אחא,ר',28,2,002,001,סנהדרין,ד,יח
72,14,18920,ליידן,אונו,איש,53,2,002,001,סנהדרין,א,יט
24,4,18944,ליידן,הדא,"בשלשה""",01,5,003,001,סנהדרין,ב,יט
205,37,18968,ליידן,לארץ,ויבואו,01,5,005,001,סנהדרין,ג,יט
59,12,18991,ליידן,ניסין,מעשה,09,3,006,001,סנהדרין,ד,יט
118,26,19003,ליידן,ידיה,בחדא,07,1,001,002,סנהדרין,א,כ
29,5,19028,ליידן,ממש,אסורות,02,4,002,002,סנהדרין,ב,כ
60,12,19054,ליידן,"עדשים""","""מליאה",04,1,004,002,סנהדרין,ג,כ
133,25,19081,ליידן,"""והקשיבו",כלום,05,2,005,002,סנהדרין,ד,כ
1,1,19087,ליידן,"""דיני",,01,1,001,003,סנהדרין,א,כא
43,9,19113,ליידן,במלאכתו,ועוסק,04,4,003,003,סנהדרין,ב,כא
1,1,19144,ליידן,רב,,05,1,006,003,סנהדרין,ג,כא
87,17,19171,ליידן,בר,הושעיה,24,2,006,003,סנהדרין,ד,כא
1,1,19195,ליידן,"""אחד",,01,1,001,004,סנהדרין,א,כב
124,24,19203,ליידן,אל,"""צדיק",01,4,001,004,סנהדרין,ב,כב
50,11,19228,ליידן,מראה,אדם,02,3,005,004,סנהדרין,ג,כב
12,3,19240,ליידן,בחמורה,מיתתו,04,3,001,005,סנהדרין,ד,כב
61,12,19269,ליידן,זוגות,ומזדווגין,01,1,005,005,סנהדרין,א,כג
1,1,19277,ליידן,"""נגמר",,01,1,001,006,סנהדרין,ב,כג
110,22,19295,ליידן,אמרין,לכלבה,04,3,002,006,סנהדרין,ג,כג
179,34,19326,ליידן,דעתו,את,02,4,004,006,סנהדרין,ד,כג
118,24,19353,ליידן,באין,''הקרובין,04,2,006,006,סנהדרין,א,כד
1,1,19355,ליידן,"""ארבע",,01,1,001,007,סנהדרין,ב,כד
141,28,19375,ליידן,דברי,עליה,01,2,003,007,סנהדרין,ג,כד
104,21,19399,ליידן,יכול,מתנית',23,1,004,007,סנהדרין,ד,כד
25,6,19423,ליידן,אזהרה,"הזכור""",01,5,004,007,סנהדרין,א,כה
118,24,19446,ליידן,הגוי,קיללת,05,3,005,007,סנהדרין,ב,כה
161,31,19471,ליידן,בו,מושך,06,1,007,007,סנהדרין,ג,כה
79,14,19498,ליידן,בבית,אותו,02,1,010,007,סנהדרין,ד,כה
1,1,19519,ליידן,"""בן",,01,1,001,008,סנהדרין,א,כו
74,13,19528,ליידן,''ואיננו,"אותו""",01,2,002,008,סנהדרין,ב,כו
159,32,19555,ליידן,ואמרה,תלמודו,01,1,005,008,סנהדרין,ג,כו
1,1,19570,ליידן,"""אילו",,01,1,001,009,סנהדרין,ד,כו
10,3,19590,ליידן,"""על",טע',21,1,001,009,סנהדרין,א,כז
146,32,19614,ליידן,אמ',אדם,01,2,002,009,סנהדרין,ב,כז
1,1,19629,ליידן,"""אילו",,01,1,001,010,סנהדרין,ג,כז
150,28,19644,ליידן,שליש,ממרקת,16,1,001,010,סנהדרין,ד,כז
64,14,19669,ליידן,באותה,טהור,05,2,001,010,סנהדרין,א,כח
35,8,19696,ליידן,שמתי,אש',01,4,001,010,סנהדרין,ב,כח
64,14,19719,ליידן,מת,"""כי",01,4,002,010,סנהדרין,ג,כח
115,23,19739,ליידן,הוא,י'י,21,4,002,010,סנהדרין,ד,כח
99,20,19764,ליידן,מחבל,שהוא,25,5,002,010,סנהדרין,א,כט
128,25,19787,ליידן,ותתנו,תשאו,13,7,002,010,סנהדרין,ב,כט
13,3,19811,ליידן,ויהא,דינם,04,2,003,010,סנהדרין,ג,כט
156,29,19833,ליידן,ושלדגים,ושלעופות,02,1,004,010,סנהדרין,ד,כט
1,1,19846,ליידן,"""ואילו",,01,1,001,011,סנהדרין,א,ל
73,17,19866,ליידן,חומרין,בהן,03,1,003,011,סנהדרין,ב,ל
49,12,19891,ליידן,תור,ליה,05,3,005,011,סנהדרין,ג,ל
1,1,19913,ליידן,"""כיצד",,01,1,001,001,מכות,א,לא
112,23,19930,ליידן,בראשונה,הוזמו,03,1,006,001,מכות,ב,לא
1,1,19943,ליידן,"""אילו",,01,1,001,002,מכות,ג,לא
179,38,19950,ליידן,רשות,כל,04,2,002,002,מכות,ד,לא
1,1,19978,ליידן,מהו,,07,1,006,002,מכות,ד,לא
20,5,19979,ליידן,בעבר,משה,08,1,006,002,מכות,א,לב
1,1,19992,ליידן,"""שבועות",,01,1,001,001,שבועות,ג,לב
119,25,19998,ליידן,מראות,קרבנות,07,1,001,001,שבועות,ד,לב
138,28,20020,ליידן,יצאת,חטאת,08,1,002,001,שבועות,א,לג
5,2,20044,ליידן,ר',אמ',10,1,004,001,שבועות,ב,לג
71,16,20069,ליידן,אומ',חכמ',16,2,006,001,שבועות,ג,לג
285,53,20082,ליידן,ישמעאל,דר',01,1,001,002,שבועות,ד,לג
150,27,20104,ליידן,שם,ירוש',02,1,002,002,שבועות,א,לד
1,1,20118,ליידן,"""שבועות",,01,1,001,003,שבועות,ב,לד
47,9,20135,ליידן,דאמ',וכר',08.1,3,001,003,שבועות,ג,לד
180,35,20160,ליידן,פטור,אכלה,01,1,006,003,שבועות,ד,לד
65,13,20190,ליידן,אוכלינה,שלא,01,1,009,003,שבועות,א,לה
1,1,20203,ליידן,"""שבועת",,01,1,001,004,שבועות,ב,לה
115,26,20221,ליידן,עד,שנים,02,5,001,004,שבועות,ג,לה
64,12,20246,ליידן,שבועה,עמהן,02,1,005,004,שבועות,ד,לה
1,1,20272,ליידן,"""שבועת",,01,1,001,005,שבועות,א,לו
125,28,20284,ליידן,כאמור,שוה,02,2,001,005,שבועות,ב,לו
197,42,20309,ליידן,ועדים,טפוס,04,4,003,005,שבועות,ג,לו
1,1,20323,ליידן,"""שבועת",,01,1,001,006,שבועות,ד,לו
37,9,20339,ליידן,לי,תתניהו,01,1,002,006,שבועות,א,לז
57,12,20362,ליידן,קברתיה,לא,08,1,004,006,שבועות,ב,לז
1,1,20382,ליידן,"""כל",,01,1,001,007,שבועות,ג,לז
1,1,20392,ליידן,מתנית',,08,2,001,007,שבועות,ד,לז
114,21,20412,ליידן,ובית,שבועה,09,1,004,007,שבועות,א,לח
1,1,20436,ליידן,"""ארבעה",,01,1,001,008,שבועות,ב,לח
101,20,20448,ליידן,משלמין,ומתה,13,1,001,008,שבועות,ג,לח
1,1,20471,ליידן,הל',,01,1,002,008,שבועות,ד,לח
1,1,20495,ליידן,"""לפני",,01,1,001,001,עבודה זרה,א,לט
62,14,20499,ליידן,יש',של,05,1,001,001,עבודה זרה,ב,לט
310,60,20517,ליידן,אנא,מדייא,02,1,002,001,עבודה זרה,ג,לט
244,46,20541,ליידן,שמים,כנפות,03,1,004,001,עבודה זרה,ד,לט
207,41,20563,ליידן,והוו,קנס,02,3,006,001,עבודה זרה,א,מ
28,8,20587,ליידן,יוסי,ר',11,2,008,001,עבודה זרה,ב,מ
1,1,20594,ליידן,"""אין",,01,1,001,002,עבודה זרה,ג,מ
9,3,20618,ליידן,"""ומתרפין",ב',01,1,002,002,עבודה זרה,ד,מ
25,6,20641,ליידן,בן,אשריך,23.1,1,002,002,עבודה זרה,א,מא
8,3,20671,ליידן,שמעון,ר',18.1,1,003,002,עבודה זרה,ב,מא
116,28,20694,ליידן,ועבדין,מקשי,08,1,004,002,עבודה זרה,ג,מא
138,30,20722,ליידן,"מחר""",בעמלק,10,2,005,002,עבודה זרה,ד,מא
18,4,20749,ליידן,הן,מה,21,1,006,002,עבודה זרה,א,מב
1,1,20770,ליידן,"""כל",,01,1,001,003,עבודה זרה,ב,מב
134,26,20773,ליידן,אל,"האלילים""",04,1,001,003,עבודה זרה,ג,מב
119,22,20798,ליידן,ויברכיני,ניחשתי,02,1,002,003,עבודה זרה,ד,מב
13,4,20819,ליידן,ר',בשם,05,1,005,003,עבודה זרה,א,מג
5,2,20843,ליידן,דמר,מאן,11.1,1,006,003,עבודה זרה,ב,מג
1,1,20868,ליידן,לית,,08,1,008,003,עבודה זרה,ג,מג
120,24,20875,ליידן,משום,בו,03,1,001,004,עבודה זרה,ד,מג
45,12,20901,ליידן,שמעון,לר',09,1,004,004,עבודה זרה,א,מד
134,25,20924,ליידן,ידיה,מתותי,06,1,008,004,עבודה זרה,ב,מד
1,1,20947,ליידן,"""השוכר",,01,1,001,005,עבודה זרה,ג,מד
1,1,20955,ליידן,הכל,,09,1,001,005,עבודה זרה,ד,מד
111,22,20978,ליידן,מפישוט,חוץ,01,1,005,005,עבודה זרה,א,מה
60,15,21001,ליידן,הכא,אוף,14,1,008,005,עבודה זרה,ב,מה
1,1,21028,ליידן,"""הורו",,01,1,001,001,הוריות,ג,מה
97,21,21032,ליידן,והביא2,חטאתו,05,1,001,001,הוריות,ד,מה
160,26,21060,ליידן,בית,כהורייה,08,1,002,001,הוריות,א,מו
235,44,21085,ליידן,או,אלא,05,1,005,001,הוריות,ב,מו
1,1,21104,ליידן,"""הורה",,01,1,001,002,הוריות,ג,מו
71,15,21125,ליידן,אמ',דר',09,3,003,002,הוריות,ד,מו
1,1,21154,ליידן,"""כהן",,01,1,001,003,הוריות,א,מז
107,24,21169,ליידן,להביא,עליו,07,1,003,003,הוריות,ב,מז
73,16,21192,ליידן,לו,ונתוודע,30,1,003,003,הוריות,ג,מז
263,51,21215,ליידן,מביא,דבר,04,2,004,003,הוריות,ד,מז
86,19,21242,ליידן,גומר,או',05,1,005,003,הוריות,א,מח
218,48,21265,ליידן,וזה,להחיות,02,1,007,003,הוריות,ב,מח
16,5,21293,ליידן,להם,צרך,15,1,008,003,הוריות,ג,מח
1,1,21318,ליידן,"""שמי",,01,1,001,001,נידה,ד,מח
14,4,21326,ליידן,שאמרו,לעת,08,1,001,001,נידה,א,מט
53,13,21345,ליידן,הכרת,היא,09,1,004,001,נידה,ב,מט
10,3,21367,ליידן,או',יוסי,01,3,005,001,נידה,ג,מט
1,1,21389,ליידן,"""כל",,01,1,001,002,נידה,ד,מט
65,15,21404,ליידן,ממש,חכמ',02,1,003,002,נידה,א,נ
229,45,21425,ליידן,רב,אמ',05,2,007,002,נידה,ב,נ
1,1,21440,ליידן,"""המפלת",,01,1,001,003,נידה,ג,נ
1,1,21460,ליידן,אמ',,11,2,002,003,נידה,ד,נ
1,1,21484,ליידן,תנא,,13,1,004,003,נידה,א,נא
1,1,21500,ליידן,"""בנות",,01,1,001,004,נידה,ב,נא
