char_pos,word_pos,file_line,origin,word_after,word_before,line,mikta,halacha,chapter,masechet_he,amud,daf,system_line
1,1,5548,ליידן,"""במה",,01,1,001,002,שבת,ג,ד,00184
42,9,5566,ליידן,שלכהן,כליו,09.1,3,001,002,שבת,ד,ד,00201
130,25,5588,ליידן,בשם,לעזר,08,1,003,002,שבת,א,ה,00224
158,30,5607,ליידן,והרי,שחיטה,14,1,005,002,שבת,ב,ה,00243
97,20,5630,ליידן,כליו,נפלו,01.1,3,007,002,שבת,ג,ה,00265
178,36,5641,ליידן,כל,קטם,07,1,001,003,שבת,ד,ה,00277
7,2,5661,ליידן,דר',אתייא,04,1,003,003,שבת,א,ו,00297
1,1,5681,ליידן,מתני',,01,1,005,003,שבת,ב,ו,00317
26,6,5704,ליידן,כל,דמר,06,2,006,003,שבת,ג,ו,00340
1,1,5724,ליידן,"""במה",,01,1,001,004,שבת,ד,ו,00360
16,4,5743,ליידן,נחיל,הושעיה,03,2,002,004,שבת,א,ז,00379
1,1,5758,ליידן,"""במה",,01,1,001,005,שבת,ב,ז,00394
24,5,5779,ליידן,לקישושות,סולם,02.1,1,004,005,שבת,ג,ז,00414
1,1,5790,ליידן,"""במה",,01,1,001,006,שבת,ד,ז,00426
119,25,5808,ליידן,לא,שאמרו,01,4,001,006,שבת,א,ח,00444
135,27,5829,ליידן,פגומה,שלימין,02.1,3,002,006,שבת,ב,ח,00464
26,6,5854,ליידן,דאודניה,עודדיה,03,1,005,006,שבת,ג,ח,00490
181,39,5880,ליידן,ואמ',כלום,09,1,010,006,שבת,ד,ח,00516
147,29,5890,ליידן,ומעשרות,בהמה,01.1,1,001,007,שבת,א,ט,00525
13,4,5911,ליידן,בשם,זעירא,14,1,001,007,שבת,ב,ט,00547
23,6,5931,ליידן,לקיש,בן,04,1,002,007,שבת,ג,ט,00567
156,32,5952,ליידן,בערירי,לידון,09,2,002,007,שבת,ד,ט,00588
104,19,5974,ליידן,המפעפע,המרבץ,05,3,002,007,שבת,א,י,00610
157,34,5999,ליידן,ודלא,הכין,08.1,5,002,007,שבת,ב,י,00634
144,27,6025,ליידן,חייב,התולש,03,8,002,007,שבת,ג,י,00661
13,4,6053,ליידן,גדולה,אחת,01,18,002,007,שבת,ד,י,00689
1,1,6070,ליידן,"""המוציא",,01,1,001,008,שבת,א,יא,00706
202,39,6088,ליידן,אבל,טומאתו,18,1,001,008,שבת,ב,יא,00724
127,26,6121,ליידן,דקיסרין,רבנן,01,2,006,008,שבת,ג,יא,00757
1,1,6134,ליידן,כתוב,,01,1,001,009,שבת,ד,יא,00770
134,22,6157,ליידן,''זרעיה'',אמ',02,2,002,009,שבת,א,יב,00793
143,31,6180,ליידן,דבר,זה,03,1,004,009,שבת,ב,יב,00816
5,2,6195,ליידן,חזקיה,ב',01,1,002,010,שבת,ג,יב,00831
148,31,6219,ליידן,הכין,אמ',03,1,006,010,שבת,ד,יב,00855
175,36,6231,ליידן,על,אלא,06,1,001,011,שבת,א,יג,00867
78,16,6254,ליידן,או',יהודה,04,1,005,011,שבת,ב,יג,00890
1,1,6266,ליידן,"""הבונה",,01,1,001,012,שבת,ג,יג,00902
1,1,6291,ליידן,תני,,07,1,003,012,שבת,ד,יג,00927
1,1,6311,ליידן,"""ר'",,01,1,001,013,שבת,א,יד,00947
72,14,6332,ליידן,אחד,היה,01,1,006,013,שבת,ב,יד,00968
92,18,6346,ליידן,שלמקום,שרחמים,10,1,001,014,שבת,ג,יד,00982
62,13,6371,ליידן,אמרה,מתנית',02,1,004,014,שבת,ד,יד,01007
155,32,6396,ליידן,הוה,ומה,26,1,004,014,שבת,א,טו,01032
62,13,6414,ליידן,לגדרו,וחשב,04,1,003,015,שבת,ב,טו,01050
34,7,6422,ליידן,אין,אמ',03,1,001,016,שבת,ג,טו,01058
8,2,6449,ליידן,דר',מתנית',02,1,002,016,שבת,ד,טו,01085
1,1,6474,ליידן,"""כל",,01,1,001,017,שבת,א,טז,01110
66,14,6489,ליידן,נחמיה,דר',01,1,002,017,שבת,ב,טז,01125
1,1,6507,ליידן,"""מפנין",,01,1,001,018,שבת,ג,טז,01143
1,1,6530,ליידן,"""ר'",,01,1,001,019,שבת,ד,טז,01166
1,1,6543,ליידן,ר',,14,1,001,019,שבת,א,יז,01179
17,3,6570,ליידן,אין,ואנדרוגינס,01,2,003,019,שבת,ב,יז,01206
1,1,6590,ליידן,"""ר'",,01,1,001,020,שבת,ג,יז,01226
253,48,6609,ליידן,שפיה,בהמה,02,1,004,020,שבת,ד,יז,01245
1,1,6615,ליידן,"""מבוי",,01,1,001,001,עירובין,ב,יח,00001
51,13,6633,ליידן,פתח,על,03,2,001,001,עירובין,ג,יח,00019
46,10,6656,ליידן,ר',אמ',21,3,001,001,עירובין,ד,יח,00042
121,25,6679,ליידן,אמ',בלבד,02,1,002,001,עירובין,א,יט,00065
127,25,6701,ליידן,הארץ,מן,01,1,006,001,עירובין,ב,יט,00087
104,21,6725,ליידן,אם,מותר,05,1,008,001,עירובין,ג,יט,00111
107,22,6749,ליידן,יבישין,עצים,03,3,010,001,עירובין,ד,יט,00135
30,6,6759,ליידן,בגלגל,הגולה,05,1,001,002,עירובין,א,כ,00145
91,18,6787,ליידן,''וכן,תמן,01,1,004,002,עירובין,ב,כ,00173
1,1,6805,ליידן,"""בכל",,01,1,001,003,עירובין,ג,כ,00191
271,57,6810,ליידן,הארץ,וולדות,06,1,001,003,עירובין,ד,כ,00196
45,8,6837,ליידן,הרי,כול',01,1,003,003,עירובין,א,כא,00223
20,5,6861,ליידן,"עירובו""",על,01,1,005,003,עירובין,ב,כא,00247
65,12,6887,ליידן,בראשון,ברגליו,06,1,007,003,עירובין,ג,כא,00273
1,1,6899,ליידן,"""מי",,01,1,001,004,עירובין,ד,כא,00285
1,1,6922,ליידן,פיס',,01,1,004,004,עירובין,א,כב,00308
1,1,6936,ליידן,"""כיצד",,01,1,001,005,עירובין,ב,כב,00322
111,25,6950,ליידן,העיקר,על,15,1,001,005,עירובין,ג,כב,00336
248,50,6974,ליידן,יותר,מופלג,02,1,003,005,עירובין,ד,כב,00360
167,34,7000,ליידן,עיר,''אנשי,05,1,008,005,עירובין,א,כג,00386
1,1,7014,ליידן,"""הדר",,01,1,001,006,עירובין,ב,כג,00400
19,5,7027,ליידן,נותן,עירב,02,1,003,006,עירובין,ג,כג,00413
72,16,7051,ליידן,לערב,צריך,04,1,006,006,עירובין,ד,כג,00437
198,40,7073,ליידן,רשות,לבטל,11,1,008,006,עירובין,א,כד,00459
1,1,7089,ליידן,"""חלון",,01,1,001,007,עירובין,ב,כד,00475
66,15,7107,ליידן,שנים,מערבין,07,1,002,007,עירובין,ג,כד,00493
42,8,7131,ליידן,עירובה,ושלחת,02,1,009,007,עירובין,ד,כד,00517
1,1,7139,ליידן,"""כיצד",,01,1,001,008,עירובין,א,כה,00525
24,6,7164,ליידן,או',עקביה,02,1,008,008,עירובין,ב,כה,00550
1,1,7177,ליידן,"""כל",,01,1,001,009,עירובין,ג,כה,00563
162,33,7198,ליידן,מותרת,אינה,02,1,003,009,עירובין,ד,כה,00584
1,1,7211,ליידן,"""המוצא",,01,1,001,010,עירובין,א,כו,00597
151,27,7225,ליידן,טפח',לעשרה,01,1,003,010,עירובין,ב,כו,00611
247,45,7250,ליידן,עבד,כגמום,04,1,009,010,עירובין,ג,כו,00636
1,1,7268,ליידן,פיס',,01,1,014,010,עירובין,ד,כו,00654
1,1,7287,ליידן,"""אור",,01,1,001,001,פסחים,א,כז,00001
148,30,7293,ליידן,דרבנין,מיליהון,07,1,001,001,פסחים,ב,כז,00007
17,4,7314,ליידן,פשיטא,שורה,03,2,001,001,פסחים,ג,כז,00028
134,31,7333,ליידן,בשעת,דין,08,1,004,001,פסחים,ד,כז,00047
135,27,7356,ליידן,ומדברי,אליעזר,01,1,007,001,פסחים,א,כח,00070
60,12,7376,ליידן,טמיאה,דתני,21,1,007,001,פסחים,ב,כח,00090
1,1,7388,ליידן,"""כל",,01,1,001,002,פסחים,ג,כח,00102
161,36,7411,ליידן,ואת,אמו,05,2,001,002,פסחים,ד,כח,00125
165,36,7437,ליידן,בלבד,אחד,16,1,002,002,פסחים,א,כט,00151
187,35,7460,ליידן,עליה,להשלים,11,1,004,002,פסחים,ב,כט,00174
80,15,7487,ליידן,מצויירין,סריקין,24,1,005,002,פסחים,ג,כט,00201
1,1,7507,ליידן,"""ואילו",,01,1,001,003,פסחים,ד,כט,00221
53,12,7520,ליידן,קופייא,מיתן,10,2,001,003,פסחים,א,ל,00234
91,18,7545,ליידן,כאן,אידי,13,1,003,003,פסחים,ב,ל,00259
1,1,7567,ליידן,"""מקום",,01,1,001,004,פסחים,ג,ל,00281
58,11,7576,ליידן,באפוקי,עובדא,10,1,001,004,פסחים,ד,ל,00290
175,37,7599,ליידן,לכהן,הדמים,04,3,003,004,פסחים,א,לא,00313
142,28,7623,ליידן,אפי',"עשר""",01,1,006,004,פסחים,ב,לא,00337
22,6,7648,ליידן,לגביה,אתון,04,3,008,004,פסחים,ג,לא,00362
87,17,7653,ליידן,כי,לנו,03,1,001,005,פסחים,ד,לא,00367
25,6,7677,ליידן,לשמו,שלא,08,1,002,005,פסחים,א,לב,00391
41,10,7699,ליידן,ושלא,לשמו,07,1,003,005,פסחים,ב,לב,00413
75,16,7725,ליידן,לשוחט,אמ',17,1,004,005,פסחים,ג,לב,00439
56,13,7747,ליידן,הוא,התמצית,03,1,008,005,פסחים,ד,לב,00461
1,1,7754,ליידן,"""אילו",,01,1,001,006,פסחים,א,לג,00468
45,10,7780,ליידן,ישמעאל,ר',02,2,001,006,פסחים,ב,לג,00494
1,1,7803,ליידן,אמ',,04,2,002,006,פסחים,ג,לג,00517
54,12,7826,ליידן,שלשבת,את,09,2,005,006,פסחים,ד,לג,00540
1,1,7844,ליידן,"""כיצד",,01,1,001,007,פסחים,א,לד,00558
163,32,7860,ליידן,שתקרום,עד,02,1,002,007,פסחים,ב,לד,00574
61,13,7888,ליידן,שלה,עובד,11,1,005,007,פסחים,ג,לד,00602
247,51,7914,ליידן,בגלוי,שהוא,02,1,007,007,פסחים,ד,לד,00628
150,32,7936,ליידן,אמר1,דלא,01,1,008,007,פסחים,א,לה,00650
24,6,7983,ליידן,התנור,בצד,06,1,013,007,פסחים,ג,לה,00697
29,7,7993,ליידן,דאמ',יכול,04,1,001,008,פסחים,ד,לה,00707
1,1,8018,ליידן,ר',,02,1,003,008,פסחים,א,לו,00732
37,9,8041,ליידן,ועד,מיתה,01.1,1,008,008,פסחים,ב,לו,00754
1,1,8060,ליידן,"""מי",,01,1,001,009,פסחים,ג,לו,00774
154,32,8067,ליידן,לו,והודו,08,1,001,009,פסחים,ד,לו,00781
56,11,8090,ליידן,מאן,אסקופה,04,1,005,009,פסחים,א,לז,00804
1,1,8115,ליידן,"""ערב",,01,1,001,010,פסחים,ב,לז,00829
34,7,8126,ליידן,ר',בשם,12,1,001,010,פסחים,ג,לז,00840
80,17,8151,ליידן,אינו,יוחנן,01,1,003,010,פסחים,ד,לז,00865
1,1,8181,ליידן,"""שבעת",,01,1,001,001,יומא,א,לח,00001
38,7,8192,ליידן,לקיחה,ונאמ',12,1,001,001,יומא,ב,לח,00012
18,5,8215,ליידן,המילואים,ימי,34,1,001,001,יומא,ג,לח,00035
1,1,8240,ליידן,עבודתו,,03,3,001,001,יומא,ד,לח,00060
157,34,8263,ליידן,זעורה,ר',01,2,002,001,יומא,א,לט,00083
101,21,8286,ליידן,נותן,אינו,09,2,005,001,יומא,ב,לט,00106
109,21,8299,ליידן,כמאן,אתיא,05,1,001,002,יומא,ג,לט,00119
9,3,8322,ליידן,מה,ב',01,2,001,002,יומא,ד,לט,00142
36,7,8349,ליידן,וזה,לאישים,03,2,003,002,יומא,א,מ,00169
1,1,8369,ליידן,"""אמ'",,01,1,001,003,יומא,ב,מ,00189
105,23,8388,ליידן,מועיל1,מועיל,07,1,003,003,יומא,ג,מ,00208
83,17,8414,ליידן,התשמיש,בשעת,13,1,006,003,יומא,ד,מ,00234
127,28,8443,ליידן,דרגיל,ומאן,12,2,008,003,יומא,א,מא,00263
79,15,8470,ליידן,במקדש'',שהיו,01,3,011,003,יומא,ב,מא,00290
69,13,8481,ליידן,ונתערבו,בהן,09,1,001,004,יומא,ג,מא,00301
1,1,8511,ליידן,בכל,,03,3,004,004,יומא,ד,מא,00331
84,17,8539,ליידן,גבי,על,06,1,006,004,יומא,א,מב,00359
1,1,8546,ליידן,"""הוציאו",,01,1,001,005,יומא,ב,מב,00366
67,14,8568,ליידן,במחתה,וקולטה,02,5,001,005,יומא,ג,מב,00388
232,48,8592,ליידן,"""אשר",ת'ל,12,1,003,005,יומא,ד,מב,00412
6,2,8621,ליידן,כל,"""ואת",04,1,006,005,יומא,א,מג,00441
1,1,8645,ליידן,ר',,08,1,007,005,יומא,ב,מג,00465
112,22,8653,ליידן,עומדין,להיות,07,1,001,006,יומא,ג,מג,00473
56,11,8682,ליידן,האחרונה,ובשנה,14,1,003,006,יומא,ד,מג,00502
179,32,8708,ליידן,תימר,ואפילו,11,1,007,006,יומא,א,מד,00528
12,3,8723,ליידן,''מדלגין,תנינן,06,1,001,007,יומא,ב,מד,00543
158,32,8749,ליידן,לו,היתה,12,1,005,007,יומא,ג,מד,00569
1,1,8759,ליידן,"""יום",,01,1,001,008,יומא,ד,מד,00579
104,23,8792,ליידן,אבטיח,שלבן,02,2,002,008,יומא,א,מה,00612
77,15,8820,ליידן,וחולה,הוא,03,1,005,008,יומא,ב,מה,00640
50,12,8852,ליידן,עד,ממקומו,08,1,009,008,יומא,ג,מה,00672
1,1,8870,ליידן,"""באחד",,01,1,001,001,שקלים,ד,מה,00001
122,22,8890,ליידן,ל,"""העשיר",18,2,001,001,שקלים,א,מו,00021
18,5,8923,ליידן,"הפקודים""",על,04,1,004,001,שקלים,ב,מו,00054
1,1,8948,ליידן,"""מצרפין",,01,1,001,002,שקלים,ג,מו,00079
26,6,8971,ליידן,אילו,באו',05,1,003,002,שקלים,ד,מו,00102
14,4,9005,ליידן,דהכא,אהן,03,5,005,002,שקלים,א,מז,00136
1,1,9025,ליידן,"""בשלשה",,01,1,001,003,שקלים,ב,מז,00156
1,1,9054,ליידן,תאני,,11,1,002,003,שקלים,ג,מז,00185
1,1,9080,ליידן,"""התרומה",,01,1,001,004,שקלים,ד,מז,00211
29,6,9089,ליידן,מה,או',04,2,001,004,שקלים,א,מח,00220
18,3,9123,ליידן,בחולין,פיטמה,05,1,005,004,שקלים,ב,מח,00254
169,35,9152,ליידן,בשם,שמואל,02,1,008,004,שקלים,ג,מח,00283
1,1,9164,ליידן,ר',,07,1,001,005,שקלים,ד,מח,00295
80,16,9191,ליידן,ממעשה,אומ',05,10,001,005,שקלים,א,מט,00322
55,12,9217,ליידן,צריך,דלא,02,1,006,005,שקלים,ב,מט,00348
1,1,9231,ליידן,"""שלשה",,01,1,001,006,שקלים,ג,מט,00362
1,1,9256,ליידן,אין,,18.1,1,002,006,שקלים,ד,מט,00386
99,21,9280,ליידן,היו,שערים,01,1,003,006,שקלים,א,נ,00411
130,27,9308,ליידן,ועליהם,השולחנות,06,1,004,006,שקלים,ב,נ,00439
1,1,9329,ליידן,"""מעות",,01,1,001,007,שקלים,ג,נ,00460
162,35,9353,ליידן,כן,אפי',16,2,003,007,שקלים,ד,נ,00484
1,1,9378,ליידן,"""כל",,01,1,001,008,שקלים,א,נא,00509
10,3,9390,ליידן,היה,שאול,01,2,002,008,שקלים,ב,נא,00521
1,1,9414,ליידן,"""סוכה",,01,1,001,001,סוכה,ג,נא,00001
57,10,9420,ליידן,והשלישית,כהילכתן,07,1,001,001,סוכה,ד,נא,00007
48,11,9447,ליידן,ינאי,ר',34,1,001,001,סוכה,א,נב,00034
253,50,9471,ליידן,הפרוץ,על,62,1,001,001,סוכה,ב,נב,00058
83,18,9500,ליידן,מה,מן,03,1,006,001,סוכה,ג,נב,00087
1,1,9522,ליידן,"""הישן",,01,1,001,002,סוכה,ד,נב,00109
114,23,9536,ליידן,ולבטל,להפכה,04,2,003,002,סוכה,א,נג,00123
46,10,9567,ליידן,לאילו,אילו,06,1,007,002,סוכה,ב,נג,00154
1,1,9579,ליידן,"""לולב",,01,1,001,003,סוכה,ג,נג,00166
68,16,9607,ליידן,אמ',ישמעאל,02,2,004,003,סוכה,ד,נג,00194
1,1,9641,ליידן,מיליהון,,03,2,010,003,סוכה,א,נד,00228
1,1,9664,ליידן,"""לולב",,01,1,001,004,סוכה,ב,נד,00251
144,30,9677,ליידן,טעונה,טעמא,02,2,005,004,סוכה,ג,נד,00264
99,20,9711,ליידן,שכר,נסך,01,2,009,004,סוכה,ד,נד,00298
1,1,9730,ליידן,"""החליל",,01,1,001,005,סוכה,א,נה,00317
140,28,9744,ליידן,כפליים,בה,07,2,001,005,סוכה,ב,נה,00331
153,32,9769,ליידן,תהילות,"""יושב",03,1,004,005,סוכה,ג,נה,00356
116,22,9792,ליידן,מוצהב,נחושת,13,1,005,005,סוכה,ד,נה,00379
1,1,9815,ליידן,"""ארבעה",,01,1,001,001,ראש השנה,א,נו,00001
232,44,9822,ליידן,ארבע,שבשנת,08,1,001,001,ראש השנה,ב,נו,00008
1,1,9853,ליידן,בעון,,39,1,001,001,ראש השנה,ג,נו,00039
113,25,9885,ליידן,הרי,ואמ',71,1,001,001,ראש השנה,ד,נו,00071
30,5,9916,ליידן,ראש,בשבט,03,6,001,001,ראש השנה,א,נז,00102
1,1,9946,ליידן,אמ',,20,1,002,001,ראש השנה,ב,נז,00132
33,7,9981,ליידן,"בקובייא""",המשחק,01,1,008,001,ראש השנה,ג,נז,00167
1,1,10004,ליידן,"""אם",,01,1,001,002,ראש השנה,ד,נז,00190
40,9,10019,ליידן,וש,במתנה,04,2,001,002,ראש השנה,א,נח,00205
51,11,10055,ליידן,בעיבורה,אמ',06,1,007,002,ראש השנה,ב,נח,00241
1,1,10086,ליידן,"""ראוהו",,01,1,001,003,ראש השנה,ג,נח,00272
76,17,10101,ליידן,עורפין,היו,01,2,001,003,ראש השנה,ד,נח,00287
25,7,10134,ליידן,"""ויאמר",הדא,14,1,005,003,ראש השנה,א,נט,00320
1,1,10153,ליידן,"""יום",,01,1,001,004,ראש השנה,ב,נט,00339
86,16,10172,ליידן,השנה,ובראש,03,1,004,004,ראש השנה,ג,נט,00358
64,12,10209,ליידן,"אחת""",אלא,01,2,009,004,ראש השנה,ד,נט,00395
1,1,10222,ליידן,"""ביצה",,01,1,001,001,יום טוב,א,ס,00001
120,25,10245,ליידן,אסורין,אינן,23,1,001,001,יום טוב,ב,ס,00024
219,43,10266,ליידן,מהו,מותר,03,2,002,001,יום טוב,ג,ס,00045
67,15,10289,ליידן,דאת,הדא,08,4,005,001,יום טוב,ד,ס,00068
122,24,10317,ליידן,תרנוגלין,כל,02,1,009,001,יום טוב,א,סא,00096
76,15,10330,ליידן,שיהו,היה,04,1,001,002,יום טוב,ב,סא,00109
46,11,10357,ליידן,ברגל,חג,04.2,1,004,002,יום טוב,ג,סא,00134
1,1,10384,ליידן,ר',,03,1,008,002,יום טוב,ד,סא,00163
38,9,10401,ליידן,מחוסר,שהוא,05,1,001,003,יום טוב,א,סב,00180
81,17,10430,ליידן,ולזה,לזה,07,1,006,003,יום טוב,ב,סב,00209
64,13,10445,ליידן,אמ',עובדא,05,1,001,004,יום טוב,ג,סב,00224
45,10,10477,ליידן,לתנור,מכירה,03,1,005,004,יום טוב,ד,סב,00256
24,6,10494,ליידן,כנהרות,אותו,11,1,001,005,יום טוב,א,סג,00273
98,20,10519,ליידן,וחורנה,מקדישין,01,8,002,005,יום טוב,ב,סג,00298
1,1,10548,ליידן,"""מאימתי",,01,1,001,001,תעניות,ג,סג,00001
190,43,10557,ליידן,סברין,אדרעיא,10,1,001,001,תעניות,ד,סג,00010
181,34,10581,ליידן,את,אלהים,07,3,001,001,תעניות,א,סד,00034
51,12,10607,ליידן,יוחנן,ר',05,1,003,001,תעניות,ב,סד,00060
109,20,10630,ליידן,דעתי,מסעה,11,1,004,001,תעניות,ג,סד,00083
111,25,10656,ליידן,הוון,בחלום,02,5,006,001,תעניות,ד,סד,00109
1,1,10670,ליידן,"""סדר",,01,1,001,002,תעניות,א,סה,00123
53,11,10687,ליידן,צדיק,ויאמרו,09,3,001,002,תעניות,ב,סה,00140
98,19,10712,ליידן,ואת,ריקן'',01,1,002,002,תעניות,ג,סה,00165
13,4,10736,ליידן,יצחק,ולא,01,1,004,002,תעניות,ד,סה,00189
150,31,10762,ליידן,כמה,בהספד,04,2,007,002,תעניות,א,סו,00215
155,36,10787,ליידן,אמ',לא,03,1,010,002,תעניות,ב,סו,00240
98,20,10792,ליידן,אייתוניה,שמיטתא,03,1,001,003,תעניות,ג,סו,00245
10,3,10819,ליידן,עבד,ליעזר,09,1,004,003,תעניות,ד,סו,00272
95,20,10848,ליידן,צאו,אלא,02,7,008,003,תעניות,א,סז,00301
1,1,10873,ליידן,"""בשלשה",,01,1,001,004,תעניות,ב,סז,00326
59,12,10881,ליידן,במוסף,בשחרית,09,1,001,004,תעניות,ג,סז,00334
86,18,10906,ליידן,דסלקון,ועוד,34,1,001,004,תעניות,ד,סז,00359
24,7,10930,ליידן,רבה,חונה,09,1,002,004,תעניות,א,סח,00383
1,1,10953,ליידן,הל',,01,1,003,004,תעניות,ב,סח,00406
236,51,10980,ליידן,י'י,"""ויאמר",02,1,006,004,תעניות,ג,סח,00433
13,3,11007,ליידן,"בהיכל""",צלם,02,4,006,004,תעניות,ד,סח,00460
84,18,11036,ליידן,יבש,זרועו,14,6,006,004,תעניות,א,סט,00489
147,29,11061,ליידן,וכבשים,ואילים,39,6,006,004,תעניות,ב,סט,00514
128,25,11086,ליידן,נכנסו,בשביעי,07,1,007,004,תעניות,ג,סט,00539
1,1,11108,ליידן,"""מגילה",,01,1,001,001,מגילה,ד,סט,00001
66,14,11112,ליידן,דאמ',יכיל,05,1,001,001,מגילה,א,ע,00005
71,16,11137,ליידן,לבא,אבל,19,2,001,001,מגילה,ב,ע,00030
127,25,11166,ליידן,לשנותן,רשאי,04,2,003,001,מגילה,ג,ע,00059
140,24,11192,ליידן,סופרים,דברי,13,6,003,001,מגילה,ד,ע,00085
