tractate_id,tractate_heb,chapter,mishna,daf,amud
nedarim,נדרים,004,003,לח,ג
nedarim,נדרים,004,004,לח,ד
nedarim,נדרים,004,005,לח,ד
nedarim,נדרים,004,006,לח,ד
nedarim,נדרים,004,007,לח,ד
nedarim,נדרים,004,008,לח,ד
nedarim,נדרים,005,001,לט,א
nedarim,נדרים,005,002,לט,א
nedarim,נדרים,005,003,לט,ב
nedarim,נדרים,005,004,לט,ב
nedarim,נדרים,005,005,לט,ב
nedarim,נדרים,005,006,לט,ב
nedarim,נדרים,006,001,לט,ג
nedarim,נדרים,006,002,לט,ג
nedarim,נדרים,006,003,לט,ד
nedarim,נדרים,006,005,לט,ד
nedarim,נדרים,006,007,לט,ד
nedarim,נדרים,006,008,לט,ד
nedarim,נדרים,006,009,מ,א
nedarim,נדרים,006,010,מ,א
nedarim,נדרים,007,001,מ,ב
nedarim,נדרים,007,002,מ,ג
nedarim,נדרים,007,003,מ,ג
nedarim,נדרים,007,004,מ,ג
nedarim,נדרים,007,005,מ,ג
nedarim,נדרים,007,006,מ,ג
nedarim,נדרים,007,008,מ,ג
nedarim,נדרים,007,009,מ,ג
nedarim,נדרים,008,001,מ,ד
nedarim,נדרים,008,002,מא,א
nedarim,נדרים,008,003,מא,א
nedarim,נדרים,008,004,מא,א
nedarim,נדרים,008,005,מא,א
nedarim,נדרים,008,007,מא,א
nedarim,נדרים,009,001,מא,ב
nedarim,נדרים,009,002,מא,ב
nedarim,נדרים,009,003,מא,ב
nedarim,נדרים,009,004,מא,ב
nedarim,נדרים,009,005,מא,ב
nedarim,נדרים,009,007,מא,ב
nedarim,נדרים,009,009,מא,ב
nedarim,נדרים,009,010,מא,ב
nedarim,נדרים,009,011,מא,ב
nedarim,נדרים,010,001,מא,ד
nedarim,נדרים,010,002,מב,א
nedarim,נדרים,010,003,מב,א
nedarim,נדרים,010,005,מב,א
nedarim,נדרים,010,006,מב,א
nedarim,נדרים,010,007,מב,א
nedarim,נדרים,010,008,מב,ב
nedarim,נדרים,011,001,מב,ג
nedarim,נדרים,011,002,מב,ג
nedarim,נדרים,011,003,מב,ד
nedarim,נדרים,011,004,מב,ד
nedarim,נדרים,011,005,מב,ד
nedarim,נדרים,011,006,מב,ד
nedarim,נדרים,011,007,מב,ד
nedarim,נדרים,011,008,מב,ד
nedarim,נדרים,011,009,מב,ד
nedarim,נדרים,011,010,מב,ד
nedarim,נדרים,011,011,מב,ד
nedarim,נדרים,011,012,מב,ד
nidda,נידה,001,001,מח,ד
nidda,נידה,001,003,מח,ד
nidda,נידה,001,004,מט,ב
nidda,נידה,001,005,מט,ג
nidda,נידה,001,006,מט,ג
nidda,נידה,001,007,מט,ג
nidda,נידה,002,001,מט,ד
nidda,נידה,002,002,מט,ד
nidda,נידה,002,003,נ,א
nidda,נידה,002,004,נ,א
nidda,נידה,002,005,נ,א
nidda,נידה,002,006,נ,א
nidda,נידה,002,007,נ,ב
nidda,נידה,003,001,נ,ג
nidda,נידה,003,002,נ,ד
nidda,נידה,003,003,נ,ד
nidda,נידה,003,004,נא,א
nidda,נידה,003,005,נא,א
nidda,נידה,004,001,נא,ב
orla,ערלה,001,001,ס,ג
orla,ערלה,001,002,סא,א
orla,ערלה,001,003,סא,א
orla,ערלה,001,004,סא,א
orla,ערלה,001,005,סא,ב
orla,ערלה,001,006,סא,ב
orla,ערלה,001,007,סא,ג
orla,ערלה,001,008,סא,ג
orla,ערלה,001,009,סא,ג
orla,ערלה,002,001,סא,ד
orla,ערלה,002,002,סא,ד
orla,ערלה,002,003,סא,ד
orla,ערלה,002,004,סא,ד
orla,ערלה,002,007,סא,ד
orla,ערלה,002,008,סב,ב
orla,ערלה,002,010,סב,ב
orla,ערלה,002,011,סב,ג
orla,ערלה,002,013,סב,ג
orla,ערלה,002,014,סב,ג
orla,ערלה,002,016,סב,ג
orla,ערלה,003,001,סב,ד
orla,ערלה,003,003,סב,ד
orla,ערלה,003,004,סב,ד
orla,ערלה,003,006,סב,ד
orla,ערלה,003,007,סג,ב
orla,ערלה,003,008,סג,ב
orla,ערלה,003,009,סג,ב
peah,פאה,001,001,טו,א
peah,פאה,001,002,טו,א
peah,פאה,001,003,טז,ג
peah,פאה,001,004,טז,ג
peah,פאה,001,005,טז,ג
peah,פאה,001,006,טז,ד
peah,פאה,002,001,יז,א
peah,פאה,002,002,יז,א
peah,פאה,002,003,יז,א
peah,פאה,002,004,יז,א
peah,פאה,002,005,יז,א
peah,פאה,002,006,יז,א
peah,פאה,002,007,יז,ב
peah,פאה,002,008,יז,ב
peah,פאה,003,001,יז,ג
peah,פאה,003,002,יז,ג
peah,פאה,003,003,יז,ג
peah,פאה,003,004,יז,ג
peah,פאה,003,005,יז,ג
peah,פאה,003,006,יז,ד
peah,פאה,003,007,יח,א
peah,פאה,003,008,יח,א
peah,פאה,004,001,יח,א
peah,פאה,004,003,יח,ב
peah,פאה,004,005,יח,ב
peah,פאה,004,006,יח,ב
peah,פאה,004,007,יח,ב
peah,פאה,004,009,יח,ג
peah,פאה,004,010,יח,ג
peah,פאה,004,011,יח,ג
peah,פאה,005,001,יח,ד
peah,פאה,005,002,יט,א
peah,פאה,005,003,יט,א
peah,פאה,005,004,יט,א
peah,פאה,005,005,יט,א
peah,פאה,005,006,יט,א
peah,פאה,005,007,יט,א
peah,פאה,005,008,יט,א
peah,פאה,006,001,יט,ב
peah,פאה,006,002,יט,ג
peah,פאה,006,003,יט,ג
peah,פאה,006,005,יט,ג
peah,פאה,006,006,יט,ג
peah,פאה,006,007,יט,ג
peah,פאה,006,008,יט,ד
peah,פאה,006,009,יט,ד
peah,פאה,006,010,יט,ד
peah,פאה,006,011,יט,ד
peah,פאה,007,001,כ,א
peah,פאה,007,002,כ,א
peah,פאה,007,003,כ,א
peah,פאה,007,004,כ,ב
peah,פאה,007,005,כ,ב
peah,פאה,007,006,כ,ג
peah,פאה,007,007,כ,ג
peah,פאה,007,008,כ,ג
peah,פאה,008,001,כ,ד
peah,פאה,008,002,כ,ד
peah,פאה,008,003,כ,ד
peah,פאה,008,004,כ,ד
peah,פאה,008,005,כא,א
peah,פאה,008,006,כא,א
peah,פאה,008,007,כא,א
peah,פאה,008,008,כא,ב
peah,פאה,008,009,כא,ב
pesachim,פסחים,001,001,כז,א
pesachim,פסחים,001,002,כז,א
pesachim,פסחים,001,003,כז,א
pesachim,פסחים,001,004,כז,ד
pesachim,פסחים,001,005,כז,ד
pesachim,פסחים,001,006,כז,ד
pesachim,פסחים,001,007,כח,א
pesachim,פסחים,002,001,כח,ג
pesachim,פסחים,002,002,כט,א
pesachim,פסחים,002,003,כט,א
pesachim,פסחים,002,004,כט,ב
pesachim,פסחים,002,005,כט,ג
pesachim,פסחים,002,006,כט,ג
pesachim,פסחים,002,007,כט,ג
pesachim,פסחים,002,008,כט,ג
pesachim,פסחים,003,001,כט,ד
pesachim,פסחים,003,002,כט,ד
pesachim,פסחים,003,003,ל,ב
pesachim,פסחים,003,004,ל,ב
pesachim,פסחים,003,005,ל,ב
pesachim,פסחים,003,006,ל,ב
pesachim,פסחים,003,007,ל,ב
pesachim,פסחים,003,008,ל,ב
pesachim,פסחים,004,001,ל,ג
pesachim,פסחים,004,002,ל,ג
pesachim,פסחים,004,003,לא,א
pesachim,פסחים,004,004,לא,א
pesachim,פסחים,004,005,לא,א
pesachim,פסחים,004,006,לא,ב
pesachim,פסחים,004,007,לא,ב
pesachim,פסחים,004,008,לא,ג
pesachim,פסחים,005,001,לא,ד
pesachim,פסחים,005,002,לב,א
pesachim,פסחים,005,003,לב,ב
pesachim,פסחים,005,004,לב,ג
pesachim,פסחים,005,005,לב,ג
pesachim,פסחים,005,006,לב,ג
pesachim,פסחים,005,007,לב,ג
pesachim,פסחים,005,008,לב,ד
pesachim,פסחים,005,009,לב,ד
pesachim,פסחים,005,010,לב,ד
pesachim,פסחים,006,001,לג,א
pesachim,פסחים,006,002,לג,ג
pesachim,פסחים,006,004,לג,ג
pesachim,פסחים,006,005,לג,ד
pesachim,פסחים,006,006,לג,ד
pesachim,פסחים,007,001,לד,א
pesachim,פסחים,007,002,לד,ב
pesachim,פסחים,007,003,לד,ב
pesachim,פסחים,007,004,לד,ב
pesachim,פסחים,007,005,לד,ג
pesachim,פסחים,007,006,לד,ג
pesachim,פסחים,007,007,לד,ד
pesachim,פסחים,007,008,לה,א
pesachim,פסחים,007,009,לה,א
pesachim,פסחים,007,010,לה,א
pesachim,פסחים,007,011,לה,א
pesachim,פסחים,007,012,לה,א
pesachim,פסחים,007,013,לה,ג
pesachim,פסחים,008,001,לה,ד
pesachim,פסחים,008,002,לה,ד
pesachim,פסחים,008,003,לו,א
pesachim,פסחים,008,004,לו,א
pesachim,פסחים,008,005,לו,א
pesachim,פסחים,008,006,לו,א
pesachim,פסחים,008,007,לו,א
pesachim,פסחים,008,008,לו,ב
pesachim,פסחים,009,001,לו,ג
pesachim,פסחים,009,002,לו,ג
pesachim,פסחים,009,003,לו,ג
pesachim,פסחים,009,004,לו,ג
pesachim,פסחים,009,005,לז,א
pesachim,פסחים,009,006,לז,א
pesachim,פסחים,009,007,לז,א
pesachim,פסחים,009,008,לז,א
pesachim,פסחים,009,009,לז,א
pesachim,פסחים,009,011,לז,א
pesachim,פסחים,010,001,לז,ב
pesachim,פסחים,010,002,לז,ב
pesachim,פסחים,010,003,לז,ד
pesachim,פסחים,010,004,לז,ד
pesachim,פסחים,010,006,לז,ד
pesachim,פסחים,010,007,לז,ד
pesachim,פסחים,010,008,לז,ד
pesachim,פסחים,010,009,לז,ד
qiddushin,קידושין,001,001,נח,ב
qiddushin,קידושין,001,002,נט,ב
qiddushin,קידושין,001,003,ס,א
qiddushin,קידושין,001,004,ס,ב
qiddushin,קידושין,001,005,ס,ד
qiddushin,קידושין,001,006,סא,א
qiddushin,קידושין,001,007,סא,ב
qiddushin,קידושין,001,008,סא,ב
qiddushin,קידושין,001,009,סא,ד
qiddushin,קידושין,001,010,סא,ד
qiddushin,קידושין,002,001,סב,א
qiddushin,קידושין,002,002,סב,א
qiddushin,קידושין,002,003,סב,א
qiddushin,קידושין,002,004,סב,א
qiddushin,קידושין,002,005,סב,ד
qiddushin,קידושין,002,006,סב,ד
qiddushin,קידושין,002,007,סב,ד
qiddushin,קידושין,002,008,סג,א
qiddushin,קידושין,002,009,סג,א
qiddushin,קידושין,002,010,סג,ב
qiddushin,קידושין,003,001,סג,ג
qiddushin,קידושין,003,002,סג,ג
qiddushin,קידושין,003,004,סד,א
qiddushin,קידושין,003,005,סד,ב
qiddushin,קידושין,003,006,סד,ב
qiddushin,קידושין,003,007,סד,ב
qiddushin,קידושין,003,008,סד,ב
qiddushin,קידושין,003,009,סד,ג
qiddushin,קידושין,003,011,סד,ג
qiddushin,קידושין,003,012,סד,ד
qiddushin,קידושין,003,013,סד,ד
qiddushin,קידושין,004,001,סה,א
qiddushin,קידושין,004,002,סה,ד
qiddushin,קידושין,004,003,סה,ד
qiddushin,קידושין,004,004,סה,ד
qiddushin,קידושין,004,005,סה,ד
qiddushin,קידושין,004,006,סו,א
qiddushin,קידושין,004,007,סו,א
qiddushin,קידושין,004,008,סו,א
qiddushin,קידושין,004,009,סו,א
qiddushin,קידושין,004,010,סו,ב
qiddushin,קידושין,004,011,סו,א
qiddushin,קידושין,004,012,סו,א
qiddushin,קידושין,004,013,סו,א
qiddushin,קידושין,004,014,סו,א
rosh_hashana,ראש השנה,001,001,נו,א
rosh_hashana,ראש השנה,001,002,נז,ב
rosh_hashana,ראש השנה,001,003,נז,ב
rosh_hashana,ראש השנה,001,005,נז,ב
rosh_hashana,ראש השנה,001,006,נז,ב
rosh_hashana,ראש השנה,001,007,נז,ב
rosh_hashana,ראש השנה,001,008,נז,ג
rosh_hashana,ראש השנה,001,009,נז,ג
rosh_hashana,ראש השנה,002,001,נז,ד
rosh_hashana,ראש השנה,002,002,נז,ד
rosh_hashana,ראש השנה,002,003,נז,ד
rosh_hashana,ראש השנה,002,004,נז,ד
rosh_hashana,ראש השנה,002,005,נז,ד
rosh_hashana,ראש השנה,002,006,נז,ד
rosh_hashana,ראש השנה,002,007,נח,ב
rosh_hashana,ראש השנה,002,008,נח,ב
rosh_hashana,ראש השנה,002,009,נח,ב
rosh_hashana,ראש השנה,003,001,נח,ג
rosh_hashana,ראש השנה,003,002,נח,ג
rosh_hashana,ראש השנה,003,003,נח,ג
rosh_hashana,ראש השנה,003,004,נח,ג
rosh_hashana,ראש השנה,003,005,נט,א
rosh_hashana,ראש השנה,003,006,נט,א
rosh_hashana,ראש השנה,003,007,נט,א
rosh_hashana,ראש השנה,003,008,נט,א
rosh_hashana,ראש השנה,004,001,נט,ב
rosh_hashana,ראש השנה,004,002,נט,ב
rosh_hashana,ראש השנה,004,003,נט,ב
rosh_hashana,ראש השנה,004,004,נט,ג
rosh_hashana,ראש השנה,004,005,נט,ג
rosh_hashana,ראש השנה,004,006,נט,ג
rosh_hashana,ראש השנה,004,007,נט,ג
rosh_hashana,ראש השנה,004,008,נט,ג
rosh_hashana,ראש השנה,004,009,נט,ד
sanhedrin,סנהדרין,001,001,יח,א
sanhedrin,סנהדרין,001,002,יח,ג
sanhedrin,סנהדרין,001,003,יט,ב
sanhedrin,סנהדרין,001,004,יט,ב
sanhedrin,סנהדרין,001,005,יט,ג
sanhedrin,סנהדרין,001,006,יט,ד
sanhedrin,סנהדרין,002,001,כ,א
sanhedrin,סנהדרין,002,002,כ,ב
sanhedrin,סנהדרין,002,003,כ,ב
sanhedrin,סנהדרין,002,004,כ,ג
sanhedrin,סנהדרין,002,005,כ,ד
sanhedrin,סנהדרין,003,001,כא,א
sanhedrin,סנהדרין,003,002,כא,א
sanhedrin,סנהדרין,003,003,כא,ב
sanhedrin,סנהדרין,003,004,כא,ב
sanhedrin,סנהדרין,003,005,כא,ב
sanhedrin,סנהדרין,003,006,כא,ג
sanhedrin,סנהדרין,003,008,כא,ג
sanhedrin,סנהדרין,004,001,כב,א
sanhedrin,סנהדרין,004,002,כב,א
sanhedrin,סנהדרין,004,004,כב,א
sanhedrin,סנהדרין,004,005,כב,ג
sanhedrin,סנהדרין,005,001,כב,ד
sanhedrin,סנהדרין,005,002,כב,ד
sanhedrin,סנהדרין,005,003,כב,ד
sanhedrin,סנהדרין,005,004,כב,ד
sanhedrin,סנהדרין,005,005,כג,א
sanhedrin,סנהדרין,006,001,כג,ב
sanhedrin,סנהדרין,006,002,כג,ג
sanhedrin,סנהדרין,006,003,כג,ג
sanhedrin,סנהדרין,006,004,כג,ד
sanhedrin,סנהדרין,006,005,כג,ד
sanhedrin,סנהדרין,006,006,כד,א
sanhedrin,סנהדרין,007,001,כד,ב
sanhedrin,סנהדרין,007,002,כד,ב
sanhedrin,סנהדרין,007,003,כד,ג
sanhedrin,סנהדרין,007,004,כד,ד
sanhedrin,סנהדרין,007,005,כה,ב
sanhedrin,סנהדרין,007,006,כה,ב
sanhedrin,סנהדרין,007,007,כה,ג
sanhedrin,סנהדרין,007,008,כה,ג
sanhedrin,סנהדרין,007,009,כה,ג
sanhedrin,סנהדרין,007,010,כה,ד
sanhedrin,סנהדרין,007,011,כה,ד
sanhedrin,סנהדרין,008,001,כו,א
sanhedrin,סנהדרין,008,002,כו,ב
sanhedrin,סנהדרין,008,003,כו,ב
sanhedrin,סנהדרין,008,004,כו,ב
sanhedrin,סנהדרין,008,005,כו,ג
sanhedrin,סנהדרין,008,006,כו,ג
sanhedrin,סנהדרין,008,007,כו,ג
sanhedrin,סנהדרין,009,001,כו,ד
sanhedrin,סנהדרין,009,002,כז,ב
sanhedrin,סנהדרין,009,003,כז,ב
sanhedrin,סנהדרין,009,004,כז,ב
sanhedrin,סנהדרין,009,005,כז,ב
sanhedrin,סנהדרין,009,006,כז,ב
sanhedrin,סנהדרין,010,001,כז,ג
sanhedrin,סנהדרין,010,002,כח,ג
sanhedrin,סנהדרין,010,003,כט,ג
sanhedrin,סנהדרין,010,004,כט,ד
sanhedrin,סנהדרין,010,006,כט,ד
sanhedrin,סנהדרין,011,001,ל,א
sanhedrin,סנהדרין,011,002,ל,א
sanhedrin,סנהדרין,011,003,ל,ב
sanhedrin,סנהדרין,011,005,ל,ג
sanhedrin,סנהדרין,011,006,ל,ג
shabbat,שבת,001,001,ב,ב
shabbat,שבת,001,002,ג,ב
shabbat,שבת,001,003,ג,ג
shabbat,שבת,001,004,ג,ד
shabbat,שבת,001,005,ד,א
shabbat,שבת,001,006,ד,א
shabbat,שבת,001,007,ד,ב
shabbat,שבת,001,008,ד,ב
shabbat,שבת,001,009,ד,ב
shabbat,שבת,001,010,ד,ב
shabbat,שבת,001,011,ד,ב
shabbat,שבת,002,001,ד,ג
shabbat,שבת,002,002,ד,ג
shabbat,שבת,002,003,ה,א
shabbat,שבת,002,004,ה,א
shabbat,שבת,002,005,ה,ב
shabbat,שבת,002,006,ה,ב
shabbat,שבת,002,007,ה,ג
shabbat,שבת,003,001,ה,ד
shabbat,שבת,003,002,ה,ד
shabbat,שבת,003,003,ו,א
shabbat,שבת,003,004,ו,א
shabbat,שבת,003,005,ו,ב
shabbat,שבת,003,006,ו,ג
shabbat,שבת,004,001,ו,ד
shabbat,שבת,004,002,ז,א
shabbat,שבת,005,001,ז,ב
shabbat,שבת,005,002,ז,ב
shabbat,שבת,005,003,ז,ב
shabbat,שבת,005,004,ז,ג
shabbat,שבת,006,001,ז,ד
shabbat,שבת,006,002,ח,ב
shabbat,שבת,006,003,ח,ב
shabbat,שבת,006,004,ח,ב
shabbat,שבת,006,005,ח,ג
shabbat,שבת,006,006,ח,ג
shabbat,שבת,006,007,ח,ג
shabbat,שבת,006,008,ח,ג
shabbat,שבת,006,009,ח,ג
shabbat,שבת,006,010,ח,ד
shabbat,שבת,007,001,ט,א
shabbat,שבת,007,002,ט,ג
shabbat,שבת,007,003,ט,ג
shabbat,שבת,007,004,ט,ג
shabbat,שבת,008,001,יא,א
shabbat,שבת,008,002,יא,א
shabbat,שבת,008,003,יא,א
shabbat,שבת,008,004,יא,א
shabbat,שבת,008,005,יא,א
shabbat,שבת,008,006,יא,ג
shabbat,שבת,008,007,יא,ג
shabbat,שבת,009,001,יא,ד
shabbat,שבת,009,002,יב,א
shabbat,שבת,009,003,יב,א
shabbat,שבת,009,004,יב,ב
shabbat,שבת,009,005,יב,ב
shabbat,שבת,009,006,יב,ב
shabbat,שבת,009,007,יב,ב
shabbat,שבת,010,001,יב,ב
shabbat,שבת,010,002,יב,ג
shabbat,שבת,010,003,יב,ג
shabbat,שבת,010,004,יב,ג
shabbat,שבת,010,005,יב,ג
shabbat,שבת,010,006,יב,ד
shabbat,שבת,011,001,יג,א
shabbat,שבת,011,002,יג,א
shabbat,שבת,011,003,יג,א
shabbat,שבת,011,004,יג,א
shabbat,שבת,011,005,יג,ב
shabbat,שבת,011,006,יג,ב
shabbat,שבת,012,001,יג,ג
shabbat,שבת,012,002,יג,ג
shabbat,שבת,012,003,יג,ד
shabbat,שבת,012,004,יג,ד
shabbat,שבת,012,005,יג,ד
shabbat,שבת,012,006,יג,ד
shabbat,שבת,013,001,יד,א
shabbat,שבת,013,002,יד,א
shabbat,שבת,013,003,יד,א
shabbat,שבת,013,004,יד,א
shabbat,שבת,013,005,יד,א
shabbat,שבת,013,006,יד,ב
shabbat,שבת,014,001,יד,ג
shabbat,שבת,014,002,יד,ג
shabbat,שבת,014,003,יד,ג
shabbat,שבת,014,004,טו,א
shabbat,שבת,015,001,טו,א
shabbat,שבת,015,002,טו,א
shabbat,שבת,015,003,טו,ב
shabbat,שבת,016,001,טו,ג
shabbat,שבת,016,002,טו,ד
shabbat,שבת,016,003,טו,ד
shabbat,שבת,016,004,טו,ד
shabbat,שבת,016,005,טו,ד
shabbat,שבת,016,006,טו,ד
shabbat,שבת,016,007,טו,ד
shabbat,שבת,016,008,טו,ד
shabbat,שבת,017,001,טז,א
shabbat,שבת,017,002,טז,ב
shabbat,שבת,017,003,טז,ב
shabbat,שבת,017,004,טז,ב
shabbat,שבת,017,005,טז,ב
shabbat,שבת,017,006,טז,ב
shabbat,שבת,017,007,טז,ב
shabbat,שבת,017,008,טז,ב
shabbat,שבת,018,001,טז,ג
shabbat,שבת,018,002,טז,ג
shabbat,שבת,018,003,טז,ג
shabbat,שבת,019,001,טז,ד
shabbat,שבת,019,002,טז,ד
shabbat,שבת,019,003,יז,ב
shabbat,שבת,019,004,יז,ב
shabbat,שבת,019,005,יז,ב
shabbat,שבת,019,006,יז,ב
shabbat,שבת,020,001,יז,ג
shabbat,שבת,020,002,יז,ג
shabbat,שבת,020,003,יז,ג
shabbat,שבת,020,004,יז,ד
shabbat,שבת,020,005,יז,ד
sheqalim,שקלים,001,001,מה,ד
sheqalim,שקלים,001,002,מה,ד
sheqalim,שקלים,001,003,מה,ד
sheqalim,שקלים,001,004,מו,ב
sheqalim,שקלים,001,005,מו,ב
sheqalim,שקלים,001,006,מו,ב
sheqalim,שקלים,001,007,מו,ב
sheqalim,שקלים,002,001,מו,ג
sheqalim,שקלים,002,002,מו,ג
sheqalim,שקלים,002,003,מו,ד
sheqalim,שקלים,002,004,מו,ד
sheqalim,שקלים,002,005,מז,א
sheqalim,שקלים,003,001,מז,ב
sheqalim,שקלים,003,002,מז,ג
sheqalim,שקלים,003,003,מז,ג
sheqalim,שקלים,003,004,מז,ג
sheqalim,שקלים,004,001,מז,ד
sheqalim,שקלים,004,002,מז,ד
sheqalim,שקלים,004,003,מז,ד
sheqalim,שקלים,004,004,מז,ד
sheqalim,שקלים,004,005,מח,ב
sheqalim,שקלים,004,006,מח,ב
sheqalim,שקלים,004,007,מח,ב
sheqalim,שקלים,004,008,מח,ג
sheqalim,שקלים,004,009,מח,ג
sheqalim,שקלים,005,001,מח,ד
sheqalim,שקלים,005,002,מח,ד
sheqalim,שקלים,005,003,מח,ד
sheqalim,שקלים,005,005,מח,ד
sheqalim,שקלים,005,006,מט,ב
sheqalim,שקלים,006,001,מט,ג
sheqalim,שקלים,006,002,מט,ד
sheqalim,שקלים,006,003,נ,א
sheqalim,שקלים,006,004,נ,ב
sheqalim,שקלים,006,005,נ,ב
sheqalim,שקלים,006,006,נ,ב
sheqalim,שקלים,007,001,נ,ג
sheqalim,שקלים,007,002,נ,ג
sheqalim,שקלים,007,003,נ,ד
sheqalim,שקלים,007,004,נ,ד
sheqalim,שקלים,007,006,נ,ד
sheqalim,שקלים,007,007,נ,ד
sheqalim,שקלים,008,001,נא,א
sheqalim,שקלים,008,002,נא,ב
sheqalim,שקלים,008,003,נא,ב
sheqalim,שקלים,008,005,נא,ב
sheqalim,שקלים,008,006,נא,ב
sheqalim,שקלים,008,008,נא,ב
sheviit,שביעית,001,001,לג,א
sheviit,שביעית,001,002,לג,א
sheviit,שביעית,001,003,לג,א
sheviit,שביעית,001,004,לג,א
sheviit,שביעית,001,005,לג,א
sheviit,שביעית,001,006,לג,ג
sheviit,שביעית,001,007,לג,ג
